"id","location","date_test","sex","lp","age_group","age","doe_catalan","doe_spanish","doe_english","doe_others","test_language","list","version","filename"
"54377","Barcelona",2019-11-26,"m","Bilingual","30 months",28.2,0.54,0.46,0,0,"Spanish",1,"euro","CognatePriming_018_2019-11-26_2.csv"
"54731","Barcelona",2019-11-28,"m","Bilingual","30 months",29.5,0.58,0.4,0.02,0,"Catalan",2,"ll","CognatePriming_019_2019-11-28.csv"
"54538","Barcelona",2019-11-30,"f","Bilingual","30 months",26.866666666666667,0.26,0.74,0,0,"Spanish",1,"euro","CognatePriming_020_2019-11-30.csv"
"54379","Barcelona",2019-11-30,"f","Bilingual","30 months",28.3,0.56,0.4,0.04,0,"Spanish",2,"euro","CognatePriming_021_2019-11-30.csv"
"50010","Barcelona",2019-11-30,"f","Bilingual","30 months",36.06666666666667,0.24,0.76,0,0,"Catalan",3,"i","CognatePriming_022_2019-11-30.csv"
"54548","Barcelona",2019-11-30,"m","Monolingual","30 months",26.833333333333332,0.02,0.98,0,0,"Spanish",3,"euro","CognatePriming_023_2019-11-30.csv"
"54250","Barcelona",2019-12-14,"m","Monolingual","30 months",30.032258064516128,0.8200000000000001,0.18,0,0,"Catalan",1,"ll","CognatePriming_025_2019-12-14.csv"
"54487","Barcelona",2019-12-14,"m","Bilingual","30 months",27.533333333333335,0.5700000000000001,0.43,0,0,"Catalan",1,"i","CognatePriming_026_2019-12-14.csv"
"54840","Barcelona",2019-12-14,"m","Monolingual","30 months",28.322580645161292,0.88,0.11,0,0,"Catalan",2,"ll","CognatePriming_027_2019-12-14_1.csv"
"54469","Barcelona",2019-12-14,"f","Monolingual","30 months",28.032258064516128,0.07,0.93,0,0,"Spanish",3,"latin","CognatePriming_028_2019-12-14.csv"
"54639","Barcelona",2020-01-15,"m","Bilingual","30 months",27.419354838709676,0.24,0.76,0,0,"Spanish",1,"euro","CognatePriming_029_2020-01-15.csv"
"54705","Barcelona",2020-01-18,"f","Monolingual","30 months",26.838709677419356,0.16,0.84,0,0,"Spanish",3,"euro","CognatePriming_030_2020-01-17.csv"
"54680","Barcelona",2020-01-17,"f","Bilingual","30 months",27.096774193548388,0.44,0.66,0,0,"Spanish",2,"euro","CognatePriming_031_2020-01-18.csv"
"55537","Barcelona",2020-01-18,"m","Bilingual","30 months",27.419354838709676,0.53,0.47000000000000003,0,0,"Catalan",2,"ll","CognatePriming_032_2020-01-18_1.csv"
"54717","Barcelona",2020-01-23,"f","Monolingual","30 months",26.967741935483872,0.18,0.8200000000000001,0,0,"Spanish",1,"euro","CognatePriming_033_2020-01-23.csv"
"54709","Barcelona",2020-01-28,"f","Bilingual","30 months",27.258064516129032,0.58,0.37,0.05,0,"Catalan",1,"i","CognatePriming_034_2020-01-28.csv"
"55108","Barcelona",2020-02-01,"m","Bilingual","30 months",26.612903225806452,0.5,0.46,0,0.04,"Catalan",2,"ll","CognatePriming_035_2020-02-01.csv"
"54875","Barcelona",2020-02-06,"f","Monolingual","30 months",26.322580645161292,0.11,0.89,0,0,"Spanish",1,"euro","CognatePriming_036_2020-02-06.csv"
"58059","Barcelona",2020-02-08,"f","Bilingual","25 months",23.35483870967742,0.02,0.48,0.2,0.3,"Spanish",3,"euro","CognatePriming_037_2020-02-08.csv"
"54816","Barcelona",2020-02-10,"m","Monolingual","30 months",26.967741935483872,0.84,0.16,0,0,"Catalan",3,"ll","CognatePriming_038_2020-02-10.csv"
"54788","Barcelona",2020-02-10,"f","Monolingual","30 months",27.24137931034483,0,1,0,0,"Spanish",2,"euro","CognatePriming_039_2020-02-10.csv"
"54866","Barcelona",2020-02-14,"m","Monolingual","30 months",26.741935483870968,0.85,0.15,0,0,"Catalan",1,"ll","CognatePriming_040_2020-02-14.csv"
"54912","Barcelona",2020-02-15,"m","Monolingual","30 months",26.677419354838708,0.02,0.98,0,0,"Spanish",2,"euro","CognatePriming_041_2020-02-15.csv"
"54993","Barcelona",2020-02-25,"f","Bilingual","30 months",26.20689655172414,0.23,0.77,0,0,"Spanish",3,"euro","CognatePriming_042_2020-02-25.csv"
"54960","Barcelona",2020-02-28,"f","Bilingual","30 months",26.482758620689655,0.49,0.51,0,0,"Spanish",2,"euro","CognatePriming_043_2020-02-28_2.csv"
"54815","Barcelona",2020-02-29,"m","Bilingual","30 months",27.586206896551722,0.42,0.58,0,0,"Catalan",2,"ll","CognatePriming_044_2020-02-29_1.csv"
"55867","Barcelona",2020-03-07,"m","Bilingual","21 months",20.379310344827587,0.56,0.44,0,0,"Catalan",1,"ll","CognatePriming_045_2020-03-07_2.csv"
"55010","Barcelona",2020-03-07,"f","Bilingual","30 months",26.129032258064516,0.21,0.79,0,0,"Spanish",1,"euro","CognatePriming_046_2020-03-07.csv"
"55877","Barcelona",2020-03-11,"f","Monolingual","21 months",20.448275862068964,1,0,0,0,"Catalan",1,"ll","CognatePriming_047_2020-03-11.csv"
"55878","Barcelona",2020-03-11,"m","Bilingual","21 months",20.448275862068964,0.51,0.49,0,0,"Spanish",2,"euro","CognatePriming_048_2020-03-11.csv"
"56762","Barcelona",2020-11-06,"f","Monolingual","21 months",21.516129032258064,0.97,0,0.03,0,"Catalan",3,"ll","CognatePriming_049_2020-11-06_2.csv"
"56937","Barcelona",2020-11-07,"f","Monolingual","21 months",20.35483870967742,1,0,0,0,"Catalan",2,"ll","CognatePriming_050_2020-11-07.csv"
"56911","Barcelona",2020-11-07,"m","Monolingual","21 months",20.741935483870968,0.92,0.08,0,0,"Catalan",1,"ll","CognatePriming_051_2020-11-07.csv"
"56876","Barcelona",2020-11-09,"f","Monolingual","21 months",21.066666666666666,0.92,0.08,0,0,"Catalan",2,"ll","CognatePriming_052_2020-11-09.csv"
"56334","Barcelona",2020-11-14,"f","Monolingual","25 months",25.2,0.91,0.07,0.03,0,"Catalan",2,"ll","CognatePriming_053_2020-11-14.csv"
"56985","Barcelona",2020-11-14,"f","Monolingual","21 months",20.066666666666666,0.08,0.92,0,0,"Spanish",1,"euro","CognatePriming_054_2020-11-14.csv"
"56766","Barcelona",2020-11-14,"f","Bilingual","21 months",21.774193548387096,0.68,0.32,0,0,"Catalan",1,"ll","CognatePriming_055_2020-11-14.csv"
"56772","Barcelona",2020-11-14,"f","Monolingual","21 months",21.677419354838708,0.16,0.84,0,0,"Spanish",2,"latin","CognatePriming_056_2020-11-14.csv"
"56771","Barcelona",2020-11-16,"m","Bilingual","21 months",20.741935483870968,0.55,0.45,0,0,"Catalan",3,"ll","CognatePriming_057_2020-11-16.csv"
"56232","Barcelona",2020-11-17,"m","Monolingual","25 months",25.70967741935484,0.8,0.2,0,0,"Catalan",3,"ll","CognatePriming_058_2020-11-17.csv"
"56346","Barcelona",2020-11-18,"m","Monolingual","25 months",25.333333333333332,0.97,0.03,0,0,"Catalan",2,"ll","CognatePriming_059_2020-11-18.csv"
"56366","Barcelona",2020-11-19,"f","Bilingual","25 months",25.133333333333333,0.23,0.77,0,0,"Spanish",3,"euro","CognatePriming_060_2020-11-19_1.csv"
"56224","Barcelona",2020-12-05,"m","Bilingual","25 months",26.3,0.3,0.7000000000000001,0,0,"Spanish",2,"euro","CognatePriming_061_2020-12-05.csv"
"56995","Barcelona",2020-11-21,"m","Monolingual","21 months",20.266666666666666,0.99,0,0.01,0,"Catalan",1,"ll","CognatePriming_062_2020-11-21.csv"
"56237","Barcelona",2020-11-21,"f","Monolingual","25 months",25.741935483870968,0.99,0.01,0,0,"Spanish",1,"latin","CognatePriming_064_2020-11-21.csv"
"56363","Barcelona",2020-11-25,"f","Monolingual","25 months",25.3,1,0,0,0,"Catalan",1,"ll","CognatePriming_065_2020-11-25.csv"
"56465","Barcelona",2020-11-26,"f","Bilingual","25 months",24.533333333333335,0.37,0.63,0,0,"Spanish",1,"euro","CognatePriming_066_2020-11-26.csv"
"56374","Barcelona",2020-11-27,"f","Bilingual","25 months",25.2,0.53,0.47000000000000003,0,0,"Catalan",1,"ll","CognatePriming_067_2020-11-27.csv"
"56523","Barcelona",2020-11-27,"m","Bilingual","25 months",24.1,0.63,0.37,0,0,"Catalan",1,"ll","CognatePriming_068_2020-11-27.csv"
"56352","Barcelona",2020-11-28,"m","Monolingual","25 months",25.466666666666665,0.05,0.92,0.03,0,"Spanish",2,"euro","CognatePriming_069_2020-11-28.csv"
"57059","Barcelona",2020-12-01,"f","Monolingual","21 months",20.133333333333333,0.02,0.98,0,0,"Spanish",3,"euro","CognatePriming_070_2020-12-01.csv"
"56984","Barcelona",2020-12-01,"m","Bilingual","21 months",20.666666666666668,0.71,0.29,0,0,"Catalan",1,"ll","CognatePriming_071_2020-12-01.csv"
"57028","Barcelona",2020-12-04,"m","Monolingual","21 months",20.466666666666665,0.14,0.86,0,0,"Spanish",3,"euro","CognatePriming_072_2020-12-04.csv"
"57062","Barcelona",2020-12-04,"m","Monolingual","21 months",20.2,0.01,0.97,0.02,0,"Spanish",2,"euro","CognatePriming_073_2020-12-04.csv"
"56371","Barcelona",2020-12-05,"f","Monolingual","25 months",25.566666666666666,0.03,0.97,0,0,"Catalan",3,"ll","CognatePriming_074_2020-12-05.csv"
"56528","Barcelona",2020-12-09,"m","Monolingual","25 months",24.433333333333334,0.81,0.19,0,0,"Catalan",2,"ll","CognatePriming_075_2020-12-09.csv"
"57436","Barcelona",2020-12-12,"m","Bilingual","21 months",20.566666666666666,0.52,0.48,0,0,"Spanish",1,"euro","CognatePriming_076_2020-12-12.csv"
"57139","Barcelona",2020-12-12,"m","Monolingual","21 months",20.06451612903226,1,0,0,0,"Catalan",2,"ll","CognatePriming_077_2020-12-12.csv"
"57050","Barcelona",2020-12-16,"f","Monolingual","21 months",20.666666666666668,1,0,0,0,"Catalan",3,"ll","CognatePriming_078_2020-12-16.csv"
"57157","Barcelona",2020-12-16,"m","Monolingual","21 months",20,1,0,0,0,"Catalan",3,"ll","CognatePriming_079_2020-12-16.csv"
"56344","Barcelona",2020-12-19,"f","Bilingual","21 months",26.35483870967742,0.4,0.6,0,0,"Spanish",3,"euro","CognatePriming_080_2020-12-19_1.csv"
"57092","Barcelona",2020-12-21,"f","Monolingual","21 months",20.580645161290324,0.96,0.04,0,0,"Catalan",3,"ll","CognatePriming_081_2020-12-21.csv"
"57097","Barcelona",2020-12-21,"f","Monolingual","21 months",20.548387096774192,0,1,0,0,"Spanish",3,"euro","CognatePriming_082_2020-12-21.csv"
"57111","Barcelona",2021-01-16,"f","Monolingual","21 months",21.35483870967742,0.08,0.8200000000000001,0,0,"Spanish",2,"euro","CognatePriming_083_2021-01-16.csv"
"57177","Barcelona",2021-01-22,"m","Monolingual","21 months",20.774193548387096,0.99,0.01,0,0,"Catalan",1,"ll","CognatePriming_084_2021-01-22.csv"
"57170","Barcelona",2021-01-22,"m","Monolingual","21 months",20.93548387096774,1,0,0,0,"Catalan",2,"ll","CognatePriming_085_2021-01-22.csv"
"57159","Barcelona",2021-01-29,"f","Bilingual","21 months",21.258064516129032,0.38,0.62,0,0,"Catalan",3,"i","CognatePriming_086_2021-01-29.csv"
"57201","Barcelona",2021-01-30,"f","Monolingual","21 months",20.741935483870968,0.9500000000000001,0.05,0,0,"Catalan",2,"ll","CognatePriming_087_2021-01-30.csv"
"57222","Barcelona",2021-01-30,"f","Bilingual","21 months",20.64516129032258,0.39,0.61,0,0,"Spanish",3,"euro","CognatePriming_088_2021-01-30.csv"
"57241","Barcelona",2021-02-02,"m","Monolingual","21 months",20.64516129032258,0.97,0.03,0,0,"Catalan",3,"ll","CognatePriming_089_2021-02-02.csv"
"57427","Barcelona",2021-02-06,"f","Bilingual","21 months",21.107142857142858,0.55,0.45,0,0,"Catalan",1,"ll","CognatePriming_090_2021-02-06_2.csv"
"57165","Barcelona",2021-02-06,"m","Monolingual","21 months",21.387096774193548,0.03,0.97,0,0,"Spanish",1,"euro","CognatePriming_091_2021-02-06.csv"
"57250","Barcelona",2021-02-06,"f","Monolingual","21 months",20.612903225806452,0.9,0.1,0,0,"Catalan",2,"ll","CognatePriming_092_2021-02-06.csv"
"57273","Barcelona",2021-02-13,"m","Bilingual","21 months",20.70967741935484,0.28,0.72,0,0,"Spanish",1,"euro","CognatePriming_093_2021-02-13.csv"
"56762","Barcelona",2021-02-13,"f","Monolingual","25 months",24.741935483870968,0.97,0.03,0,0,"Catalan",3,"ll","CognatePriming_049_2021-02-13.csv"
"57243","Barcelona",2021-02-13,"f","Monolingual","21 months",20.93548387096774,0,1,0,0,"Spanish",1,"euro","CognatePriming_094_2021-02-13.csv"
"57227","Barcelona",2021-02-13,"f","Monolingual","21 months",21,0.9500000000000001,0.05,0,0,"Catalan",1,"ll","CognatePriming_095_2021-02-13_1.csv"
"57324","Barcelona",2021-02-13,"m","Monolingual","21 months",20.285714285714285,0.03,0.97,0,0,"Catalan",1,"ll","CognatePriming_096_2021-02-13.csv"
"57374","Barcelona",2021-02-19,"f","Monolingual","21 months",20,0,1,0,0,"Spanish",2,"euro","CognatePriming_097_2021-02-19.csv"
"57337","Barcelona",2021-02-20,"f","Bilingual","21 months",20.357142857142858,0.73,0.27,0,0,"Catalan",2,"ll","CognatePriming_098_2021-02-20.csv"
"56766","Barcelona",2021-02-20,"f","Bilingual","25 months",24.967741935483872,0.67,0.31,0,0.02,"Catalan",1,"ll","CognatePriming_055_2021-02-20_1.csv"
"57239","Barcelona",2021-02-20,"m","Bilingual","21 months",21.25,0.3,0.7000000000000001,0,0,"Spanish",2,"euro","CognatePriming_099_2021-02-20_1.csv"
"57274","Barcelona",2021-02-20,"f","Bilingual","21 months",20.93548387096774,0.66,0.34,0,0,"Catalan",3,"ll","CognatePriming_100_2021-02-20_1.csv"
"57240","Barcelona",2021-02-20,"m","Monolingual","21 months",21.214285714285715,1,0,0,0,"Catalan",2,"ll","CognatePriming_101_2021-02-20_1.csv"
"57839","Barcelona",2021-02-26,"f","Monolingual","21 months",20.821428571428573,1,0,0,0,"Catalan",1,"ll","CognatePriming_102_2021-02-26.csv"
"57336","Barcelona",2021-02-27,"m","Bilingual","21 months",20.678571428571427,0.66,0.34,0,0,"Catalan",2,"i","CognatePriming_103_2021-02-27.csv"
"57340","Barcelona",2021-02-27,"m","Monolingual","21 months",20.607142857142858,0,1,0,0,"Spanish",3,"euro","CognatePriming_104_2021-02-27.csv"
"57293","Barcelona",2021-02-27,"m","Bilingual","21 months",20.93548387096774,0.56,0.44,0,0,"Catalan",2,"ll","CognatePriming_105_2021-02-27_1.csv"
"56771","Barcelona",2021-03-05,"m","Bilingual","25 months",24.321428571428573,0.55,0.45,0,0,"Catalan",3,"ll","CognatePriming_057_2021-03-05.csv"
"56911","Barcelona",2021-03-06,"m","Monolingual","25 months",24.678571428571427,0.92,0.08,0,0,"Catalan",1,"ll","CognatePriming_051_2021-03-06_1.csv"
"58347","Barcelona",2021-03-13,"m","Bilingual","21 months",20.161290322580644,0.26,0.74,0,0,"Spanish",1,"euro","CognatePriming_106_2021-03-13_1.csv"
"56937","Barcelona",2021-03-13,"f","Monolingual","25 months",24.5,0.99,0.01,0,0,"Catalan",2,"ll","CognatePriming_050_2021-03-13.csv"
"58328","Barcelona",2021-03-13,"f","Monolingual","21 months",21,1,0,0,0,"Catalan",1,"ll","CognatePriming_107_2021-03-13.csv"
"57464","Barcelona",2021-03-15,"f","Bilingual","21 months",20.161290322580644,0.44,0.56,0,0,"Spanish",2,"euro","CognatePriming_108_2021-03-15.csv"
"56985","Barcelona",2021-03-17,"f","Monolingual","25 months",24.161290322580644,0.09,0.91,0,0,"Spanish",1,"euro","CognatePriming_054_2021-03-17.csv"
"56371","Barcelona",2021-03-20,"f","Monolingual","30 months",29.06451612903226,0.98,0.02,0,0,"Catalan",3,"ll","CognatePriming_074_2021-03-20_1.csv"
"56876","Barcelona",2021-03-22,"f","Monolingual","25 months",25.483870967741936,0.92,0.08,0,0,"Catalan",2,"ll","CognatePriming_052_2021-03-22.csv"
"56237","Barcelona",2021-04-10,"f","Monolingual","30 months",30.387096774193548,0.05,0.9500000000000001,0,0,"Spanish",1,"latin","CognatePriming_064_2021-04-10_1.csv"
"56995","Barcelona",2021-04-10,"m","Monolingual","25 months",24.903225806451612,0.99,0,0.01,0,"Catalan",1,"ll","CognatePriming_062_2021-04-10_1.csv"
"56344","Barcelona",2021-04-10,"f","Bilingual","30 months",30.066666666666666,0.42,0.58,0,0,"Spanish",3,"euro","CognatePriming_080_2021-04-10.csv"
"56346","Barcelona",2021-04-13,"m","Monolingual","30 months",30.166666666666668,0.97,0.03,0,0,"Catalan",2,"ll","CognatePriming_059_2021-04-13.csv"
"57462","Barcelona",2021-04-14,"m","Bilingual","21 months",21.133333333333333,0.71,0.29,0,0,"Catalan",3,"ll","CognatePriming_109_2021-04-14.csv"
"58319","Barcelona",2021-04-17,"m","Bilingual","30 months",28.93548387096774,0.62,0.38,0,0,"Catalan",3,"ll","CognatePriming_111_2021-04-17.csv"
"56334","Barcelona",2021-04-17,"f","Monolingual","30 months",30.3,0.92,0.08,0.01,0,"Catalan",2,"ll","CognatePriming_053_2021-04-17.csv"
"56374","Barcelona",2021-04-22,"f","Bilingual","30 months",30.033333333333335,0.54,0.46,0,0,"Catalan",1,"ll","CognatePriming_067_2021-04-22.csv"
"56363","Barcelona",2021-04-22,"f","Monolingual","30 months",30.2,1,0,0,0,"Catalan",1,"ll","CognatePriming_065_2021-04-22.csv"
"56366","Barcelona",2021-04-26,"f","Bilingual","30 months",30.366666666666667,0.25,0.75,0,0,"Spanish",3,"euro","CognatePriming_060_2021-04-26.csv"
"56232","Barcelona",2021-04-28,"m","Bilingual","30 months",31.066666666666666,0.8,0.2,0,0,"Catalan",3,"ll","CognatePriming_058_2021-04-28.csv"
"57059","Barcelona",2021-04-28,"f","Monolingual","25 months",25.033333333333335,0.04,0.96,0,0,"Spanish",3,"euro","CognatePriming_070_2021-04-28.csv"
"57028","Barcelona",2021-04-29,"m","Monolingual","25 months",25.3,0.16,0.84,0,0,"Spanish",3,"euro","CognatePriming_072_2021-04-29_1.csv"
"57050","Barcelona",2021-04-29,"f","Monolingual","25 months",25.1,1,0,0,0,"Catalan",3,"ll","CognatePriming_078_2021-04-29.csv"
"57062","Barcelona",2021-04-30,"m","Monolingual","25 months",25.066666666666666,0.01,0.96,0.03,0,"Spanish",2,"euro","CognatePriming_073_2021-04-30_1.csv"
"57092","Barcelona",2021-05-03,"f","Monolingual","25 months",25,0.9500000000000001,0.05,0,0,"Catalan",3,"ll","CognatePriming_081_2021-05-03.csv"
"57097","Barcelona",2021-05-07,"f","Monolingual","25 months",25.096774193548388,0,1,0,0,"Spanish",3,"euro","CognatePriming_082_2021-05-07.csv"
"57436","Barcelona",2021-05-08,"m","Bilingual","25 months",25.433333333333334,0.52,0.48,0,0,"Spanish",1,"euro","CognatePriming_076_2021-05-08.csv"
"56352","Barcelona",2021-05-08,"m","Monolingual","30 months",30.8,0.06,0.91,0.03,0,"Spanish",2,"euro","CognatePriming_069_2021-05-08.csv"
"57177","Barcelona",2021-05-12,"m","Monolingual","25 months",24.433333333333334,1,0,0,0,"Catalan",1,"ll","CognatePriming_084_2021-05-12.csv"
"57159","Barcelona",2021-05-14,"f","Bilingual","25 months",24.766666666666666,0.4,0.6,0,0,"Spanish",3,"euro","CognatePriming_086_2021-05-14.csv"
"57537","Barcelona",2021-05-14,"m","Monolingual","21 months",21.387096774193548,1,0,0,0,"Catalan",2,"ll","CognatePriming_112_2021-05-14.csv"
"57534","Barcelona",2021-05-15,"f","Monolingual","21 months",21.387096774193548,0.99,0.01,0,0,"Catalan",1,"ll","CognatePriming_113_2021-05-15.csv"
"57157","Barcelona",2021-05-17,"m","Monolingual","25 months",25.032258064516128,1,0,0,0,"Catalan",3,"ll","CognatePriming_079_2021-05-17_1.csv"
"57566","Barcelona",2021-05-19,"f","Monolingual","21 months",20.8,0.12,0.88,0,0,"Spanish",2,"euro","CognatePriming_114_2021-05-19.csv"
"57559","Barcelona",2021-05-22,"m","Monolingual","21 months",20.933333333333334,0.15,0.85,0,0,"Spanish",2,"euro","CognatePriming_115_2021-05-22.csv"
"56528","Barcelona",2021-05-26,"m","Monolingual","30 months",30,0.8,0.2,0,0,"Catalan",2,"ll","CognatePriming_075_2021-05-26.csv"
"57575","Barcelona",2021-05-27,"f","Monolingual","21 months",21.06451612903226,1,0,0,0,"Catalan",1,"ll","CognatePriming_116_2021-05-27.csv"
"57642","Barcelona",2021-05-27,"m","Bilingual","21 months",20.29032258064516,0.42,0.58,0,0,"Spanish",1,"euro","CognatePriming_117_2021-05-27.csv"
"57552","Barcelona",2021-05-29,"m","Monolingual","21 months",21.322580645161292,1,0,0,0,"Spanish",3,"euro","CognatePriming_118_2021-05-29.csv"
"57613","Barcelona",2021-06-01,"m","Monolingual","21 months",20.483870967741936,1,0,0,0,"Catalan",3,"ll","CognatePriming_119_2021-06-01.csv"
"57569","Barcelona",2021-06-08,"m","Bilingual","21 months",21.483870967741936,0.75,0.25,0,0,"Catalan",2,"ll","CognatePriming_120_2021-06-08_1.csv"
"57250","Barcelona",2021-06-08,"f","Monolingual","25 months",24.677419354838708,0.9,0.1,0,0,"Catalan",1,"ll","CognatePriming_092_2021-06-08.csv"
"57666","Barcelona",2021-06-08,"f","Monolingual","21 months",20.419354838709676,1,0,0,0,"Catalan",3,"ll","CognatePriming_121_2021-06-08.csv"
"57274","Barcelona",2021-06-14,"f","Bilingual","25 months",24.741935483870968,0.64,0.36,0,0,"Catalan",3,"ll","CognatePriming_100_2021-06-14.csv"
"57165","Barcelona",2021-06-18,"m","Monolingual","25 months",25.774193548387096,0.05,0.9500000000000001,0,0,"Spanish",1,"euro","CognatePriming_091_2021-06-18.csv"
"58233","Barcelona",2021-06-19,"m","Bilingual","21 months",21.033333333333335,0.72,0.28,0,0,"Catalan",1,"i","CognatePriming_122_2021-06-19_1.csv"
"57427","Barcelona",2021-06-19,"f","Bilingual","25 months",25.533333333333335,0.62,0.38,0,0,"Catalan",1,"ll","CognatePriming_090_2021-06-19.csv"
"57597","Barcelona",2021-06-19,"m","Bilingual","21 months",21.366666666666667,0.43,0.5700000000000001,0,0,"Spanish",3,"euro","CognatePriming_123_2021-06-19.csv"
"57707","Barcelona",2021-06-25,"f","Bilingual","21 months",20.533333333333335,0.21,0.79,0,0,"Spanish",2,"latin","CognatePriming_124_2021-06-25.csv"
"57222","Barcelona",2021-06-26,"f","Bilingual","25 months",25.533333333333335,0.42,0.58,0,0,"Spanish",3,"euro","CognatePriming_088_2021-06-26.csv"
"57660","Barcelona",2021-06-26,"m","Monolingual","21 months",21.1,1,0,0,0,"Catalan",2,"ll","CognatePriming_125_2021-06-26.csv"
"57595","Barcelona",2021-06-26,"m","Bilingual","21 months",21.733333333333334,0.33,0.67,0,0,"Spanish",1,"euro","CognatePriming_126_2021-06-26.csv"
"57670","Barcelona",2021-06-28,"m","Monolingual","21 months",21.066666666666666,0.14,0.86,0,0,"Spanish",2,"euro","CognatePriming_127_2021-06-28.csv"
"57742","Barcelona",2021-06-29,"f","Bilingual","21 months",20.333333333333332,0.74,0.24,0,0.02,"Spanish",3,"euro","CognatePriming_128_2021-06-29.csv"
"58049","Barcelona",2021-07-03,"f","Monolingual","21 months",21.6,1,0,0,0,"Catalan",3,"ll","CognatePriming_129_2021-07-03.csv"
"57658","Barcelona",2021-07-03,"f","Monolingual","21 months",21.333333333333332,0.11,0.89,0,0,"Spanish",1,"euro","CognatePriming_130_2021-07-03.csv"
"57709","Barcelona",2021-07-05,"m","Monolingual","21 months",20.866666666666667,0.13,0.87,0,0,"Spanish",2,"euro","CognatePriming_131_2021-07-05.csv"
"57839","Barcelona",2021-07-05,"f","Monolingual","25 months",25.06451612903226,1,0,0,0,"Catalan",1,"ll","CognatePriming_102_2021-07-05.csv"
"57710","Barcelona",2021-07-06,"f","Monolingual","21 months",20.866666666666667,0,1,0,0,"Spanish",3,"euro","CognatePriming_132_2021-07-06_1.csv"
